OrderID,OrderDate,Region,City,Store,SalesChannel,CustomerID,Model,Variant,Color,StorageGB,WarrantyMonths,Serial,PaymentMethod,ListPrice,DiscountPct,DiscountAmount,FinalUnitPrice,Quantity,TotalAmount,SalesRep
ORD-00568,2024-06-24 15:04,India,Lucknow,JD Central,Online,CUST-656272,iPhone SE (3rd Gen),128GB/Pink,Pink,128,12,227205580231BYB,UPI,493.35,8.73,43.07,450.28,2,900.56,R. Sharma
ORD-00263,2024-06-24 17:22,Africa,,Apple Store,Retail,CUST-758061,iPhone 15 Pro,256GB/Red,Red,256,12,295541025607DLD,Debit Card,1148.85,11.31,129.95,1018.9,2,2037.8,L. Chen
ORD-00787,2024-06-24 21:07,Europe,,Best Buy,Online,CUST-828538,iPhone 16 Pro,1024GB/Space Black,Space Black,1024,12,622888950484KRS,Credit Card,1593.55,5.65,90.1,1503.45,2,3006.9,E. Brown
ORD-00237,2024-06-25 00:27,Oceania,,Target,Retail,CUST-512370,iPhone 16 Pro Max,256GB/Blue,Blue,256,24,981491193339SYB,Credit Card,1493.85,7.95,118.83,1375.02,3,4125.06,H. Martin
ORD-00578,2024-06-25 13:06,North America,,Walmart,Retail,CUST-181875,iPhone SE (3rd Gen),128GB/Green,Green,128,24,383581019353ELZ,Credit Card,493.35,5.68,28.01,465.34,3,1396.02,K. Davis
ORD-00723,2024-06-26 04:47,Europe,,Target,Carrier,CUST-506333,iPhone 14 Pro Max,128GB/Red,Red,128,24,535071460646LXY,Credit Card,1099.0,8.1,88.99,1010.01,1,1010.01,M. Das
ORD-00586,2024-06-26 08:13,Middle East,,Apple Store,Retail,CUST-641353,iPhone 16 Pro Max,512GB/Pink,Pink,512,12,370682388990QSY,Debit Card,1688.7,3.76,63.49,1625.21,1,1625.21,J. Park
ORD-00772,2024-06-27 04:05,Latin America,,Lazada,Online,CUST-311418,iPad Pro 11,256GB/Black,Black,256,24,377416539662PUA,EMI,1148.85,14.05,161.45,987.4,2,1974.8,M. Das
ORD-00154,2024-06-28 20:57,Middle East,,Apple Store,Retail,CUST-657306,iPhone 16 Pro,512GB/Red,Red,512,24,829369122881ADC,Credit Card,1428.7,7.15,102.14,1326.56,3,3979.68,D. Johnson
ORD-00140,2024-06-28 21:39,India,Jaipur,Amazon Online,Retail,CUST-386715,iPhone 15,128GB/Midnight,Midnight,128,24,809141806304DKM,EMI,799.0,3.26,26.08,772.92,1,772.92,S. Singh
ORD-00986,2024-06-29 03:13,Latin America,,Apple Store,Retail,CUST-765234,iPhone 16 Pro Max,1024GB/Space Black,Space Black,1024,24,719826531690MYZ,Net Banking,1883.55,7.71,145.25,1738.3,2,3476.6,V. Gupta
ORD-00133,2024-06-29 07:11,Europe,,Amazon Online,Online,CUST-690482,iPhone 14 Plus,128GB/White,White,128,12,502599058781DMY,Credit Card,799.0,6.38,50.97,748.03,1,748.03,H. Martin
ORD-00778,2024-07-01 05:16,Europe,,Best Buy,Online,CUST-392749,iPhone SE (3rd Gen),64GB/Space Black,Space Black,64,12,527952898924CHJ,Cash,429.0,12.72,54.57,374.43,2,748.86,E. Brown
ORD-00195,2024-07-02 07:45,India,Delhi,Apple Reseller,Online,CUST-121040,iPhone 16 Plus,128GB/Midnight,Midnight,128,24,306739481330EVB,Credit Card,899.0,8.1,72.79,826.21,3,2478.63,A. Kumar
ORD-00620,2024-07-02 13:50,Africa,,Amazon Online,Online,CUST-830989,iPad Pro 11,128GB/Red,Red,128,12,608305890599YZL,Debit Card,999.0,6.36,63.49,935.51,1,935.51,V. Gupta
ORD-00283,2024-07-03 04:59,North America,,Lazada,Online,CUST-472632,iPad Pro 11,128GB/Starlight,Starlight,128,24,582254552813FKN,UPI,999.0,9.61,96.02,902.98,1,902.98,V. Gupta
ORD-00920,2024-07-03 09:16,Europe,,Jumia,Retail,CUST-191057,iPhone 16 Pro Max,1024GB/Black,Black,1024,24,439776960769EKM,Debit Card,1883.55,9.6,180.83,1702.72,1,1702.72,R. Sharma
ORD-00210,2024-07-04 12:27,Middle East,,Flipkart Online,Online,CUST-433725,iPad Pro 13,256GB/White,White,256,24,866266620398JYV,Debit Card,1493.85,6.17,92.19,1401.66,2,2803.32,F. Garcia
ORD-00759,2024-07-05 05:58,India,Hyderabad,Best Buy,Online,CUST-701099,iPhone 16 Pro,1024GB/Green,Green,1024,24,650273345112MAE,Debit Card,1593.55,7.4,117.97,1475.58,1,1475.58,K. Davis
ORD-00805,2024-07-07 01:10,North America,,eBay Store,Retail,CUST-826507,iPad Air (M2),512GB/Green,Green,512,24,554413294730QHF,UPI,778.7,6.28,48.87,729.83,1,729.83,I. Wilson
ORD-00025,2024-07-07 04:52,India,Ahmedabad,Apple Store,Authorized Reseller,CUST-542765,iPad Air (M2),256GB/Space Black,Space Black,256,24,462889751402PCJ,EMI,688.85,4.2,28.9,659.95,3,1979.85,L. Chen
ORD-00872,2024-07-07 20:25,Oceania,,Target,Retail,CUST-117980,iPhone 15 Pro,1024GB/Blue,Blue,1024,24,935846031150GTW,Debit Card,1448.55,3.74,54.17,1394.38,1,1394.38,K. Davis
ORD-00793,2024-07-08 08:08,India,Mumbai,JD Central,Retail,CUST-441545,iPad Pro 13,512GB/White,White,512,12,844994372286QMF,Credit Card,1688.7,4.37,73.79,1614.91,2,3229.82,E. Brown
ORD-00028,2024-07-08 11:51,North America,,Reliance Digital,Retail,CUST-119045,iPhone 16,128GB/Blue,Blue,128,24,400088387371XWP,Debit Card,799.0,8.54,68.25,730.75,1,730.75,D. Johnson
ORD-00451,2024-07-08 16:02,East Asia,,Walmart,Authorized Reseller,CUST-384015,iPad Pro 11,256GB/Black,Black,256,24,273332094276MAP,Credit Card,1148.85,9.79,112.47,1036.38,1,1036.38,D. Johnson
ORD-00675,2024-07-09 16:24,Europe,,Flipkart Online,Retail,CUST-882733,iPhone 16 Pro Max,512GB/Midnight,Midnight,512,24,747271061304AMZ,Net Banking,1688.7,5.7,96.32,1592.38,3,4777.14,L. Chen
ORD-00128,2024-07-09 18:53,India,Lucknow,Apple Store,Authorized Reseller,CUST-410956,iPhone 15 Pro,1024GB/Red,Red,1024,24,524715771280WXG,EMI,1448.55,2.42,35.12,1413.43,3,4240.29,A. Kumar
ORD-00301,2024-07-11 00:04,Europe,,Croma,Online,CUST-937179,iPhone 14 Pro,1024GB/Space Black,Space Black,1024,24,021302324300DCC,Credit Card,1448.55,9.05,131.08,1317.47,2,2634.94,M. Das
ORD-00257,2024-07-13 19:13,North America,,Best Buy,Retail,CUST-334741,iPhone 16 Pro,256GB/Midnight,Midnight,256,12,415915081153AQW,Credit Card,1263.85,12.28,155.22,1108.63,1,1108.63,P. Nair
ORD-00260,2024-07-14 23:05,South East Asia,,Target,Online,CUST-713332,iPhone 16 Plus,512GB/Titanium,Titanium,512,24,166896305854CWR,UPI,1168.7,4.7,54.89,1113.81,2,2227.62,D. Johnson
ORD-00142,2024-07-15 07:47,Africa,,Croma,Online,CUST-192114,iPhone 14 Plus,512GB/Space Black,Space Black,512,24,847993638578KVR,Debit Card,1038.7,13.38,139.02,899.68,2,1799.36,A. Kumar
ORD-00376,2024-07-15 09:48,Oceania,,Flipkart Online,Authorized Reseller,CUST-188557,iPhone 15 Pro,128GB/Starlight,Starlight,128,24,951585251526AMH,Cash,999.0,10.52,105.13,893.87,1,893.87,J. Park
ORD-00554,2024-07-16 06:07,Middle East,,Flipkart Online,Online,CUST-394710,iPhone 15,256GB/Titanium,Titanium,256,24,699494013285BCE,Cash,918.85,9.08,83.45,835.4,3,2506.2,F. Garcia
ORD-00073,2024-07-17 14:09,Latin America,,Amazon Online,Online,CUST-366507,iPad Pro 13,128GB/Red,Red,128,24,873949835503FNF,Credit Card,1299.0,9.17,119.06,1179.94,2,2359.88,F. Garcia
ORD-00509,2024-07-23 04:40,Europe,,Flipkart Online,Online,CUST-794076,iPhone 15 Plus,512GB/Midnight,Midnight,512,12,283782332261RMY,Cash,1168.7,11.3,132.02,1036.68,3,3110.04,I. Wilson
ORD-00008,2024-07-23 04:52,India,Surat,Croma,Online,CUST-551434,iPhone 16 Pro,512GB/Green,Green,512,24,846563212233ARU,Debit Card,1428.7,10.85,155.07,1273.63,2,2547.26,K. Davis
ORD-00453,2024-07-23 08:05,East Asia,,Lazada,Retail,CUST-350821,iPhone SE (3rd Gen),128GB/Midnight,Midnight,128,24,175918882832ACL,Credit Card,493.35,6.1,30.07,463.28,2,926.56,M. Das
ORD-00341,2024-07-23 11:13,India,Mumbai,Flipkart Online,Retail,CUST-632584,iPad Air (M2),512GB/Green,Green,512,12,886947567102XKB,Credit Card,778.7,7.07,55.03,723.67,2,1447.34,S. Singh
ORD-00200,2024-07-23 11:33,North America,,eBay Store,Retail,CUST-655361,iPhone 16,128GB/Midnight,Midnight,128,12,424087152361AVE,Debit Card,799.0,5.75,45.91,753.09,1,753.09,R. Sharma
ORD-00074,2024-07-23 21:20,India,Delhi,Target,Online,CUST-495146,iPhone 15 Plus,512GB/Space Black,Space Black,512,24,241805788914TWN,UPI,1168.7,12.78,149.36,1019.34,1,1019.34,I. Wilson
ORD-00993,2024-07-26 11:01,East Asia,,Lazada,Retail,CUST-699660,iPhone 16,128GB/Black,Black,128,12,583569990885YKP,Credit Card,799.0,5.51,44.0,755.0,2,1510.0,E. Brown
ORD-00999,2024-07-26 13:23,Europe,,eBay Store,Retail,CUST-863983,iPhone 16,128GB/Starlight,Starlight,128,24,931332075425PGF,Credit Card,799.0,5.48,43.77,755.23,2,1510.46,F. Garcia
ORD-00532,2024-07-30 01:29,Europe,,JD Central,Retail,CUST-156148,iPhone 14 Plus,512GB/Blue,Blue,512,24,760553190887MHF,Cash,1038.7,4.41,45.84,992.86,1,992.86,E. Brown
ORD-00945,2024-07-31 02:28,India,Hyderabad,Jumia,Carrier,CUST-183302,iPad Pro 11,256GB/Space Black,Space Black,256,24,278956768368FRB,Debit Card,1148.85,5.78,66.46,1082.39,2,2164.78,A. Kumar
ORD-00934,2024-07-31 10:07,Europe,,Reliance Digital,Online,CUST-868782,iPhone 14,128GB/Midnight,Midnight,128,12,446064665865CKD,Debit Card,699.0,8.0,55.91,643.09,2,1286.18,R. Sharma
ORD-00476,2024-08-02 17:58,Africa,,Best Buy,Authorized Reseller,CUST-665721,iPhone 15 Plus,128GB/White,White,128,12,268812312790HBH,Credit Card,899.0,7.76,69.73,829.27,3,2487.81,V. Gupta
ORD-00722,2024-08-05 01:02,India,Chennai,Amazon Online,Online,CUST-672008,iPhone 15 Pro,256GB/Midnight,Midnight,256,12,619138749064XVD,Credit Card,1148.85,9.05,103.93,1044.92,1,1044.92,H. Martin
ORD-00705,2024-08-06 08:57,Latin America,,Target,Retail,CUST-162865,iPad Pro 13,256GB/Titanium,Titanium,256,12,262443808881GPJ,Credit Card,1493.85,3.44,51.36,1442.49,2,2884.98,I. Wilson
ORD-00407,2024-08-08 12:42,India,Bengaluru,Lazada,Retail,CUST-697200,iPhone 16,128GB/Space Black,Space Black,128,24,686362858701HXZ,Credit Card,799.0,1.98,15.79,783.21,1,783.21,S. Singh
ORD-00358,2024-08-12 11:21,Europe,,Best Buy,Online,CUST-360222,iPad Air (M2),1024GB/Midnight,Midnight,1024,24,453066612110TGJ,Debit Card,868.55,7.98,69.27,799.28,1,799.28,P. Nair
ORD-00529,2024-08-14 03:16,India,Hyderabad,Apple Reseller,Retail,CUST-237111,iPhone 16 Pro Max,128GB/Pink,Pink,128,12,808367355424XMH,EMI,1299.0,0.81,10.55,1288.45,2,2576.9,F. Garcia
ORD-00255,2024-08-14 04:13,Africa,,Target,Carrier,CUST-455183,iPhone 14 Pro,256GB/Green,Green,256,12,161809396639ZJX,Debit Card,1148.85,4.79,55.01,1093.84,2,2187.68,A. Kumar
ORD-00565,2024-08-14 05:13,Oceania,,Reliance Digital,Retail,CUST-167041,iPad Air (M2),1024GB/Black,Black,1024,12,135218204852XKG,Cash,868.55,4.65,40.37,828.18,1,828.18,H. Martin
ORD-00965,2024-08-15 08:05,Latin America,,Apple Reseller,Retail,CUST-960525,iPad Pro 11,1024GB/Green,Green,1024,24,367794132701NYF,Net Banking,1448.55,2.17,31.5,1417.05,1,1417.05,H. Martin
ORD-00822,2024-08-15 21:43,Latin America,,Flipkart Online,Enterprise,CUST-188157,iPhone 15 Plus,512GB/Space Black,Space Black,512,24,706338966827PKP,Credit Card,1168.7,4.44,51.87,1116.83,2,2233.66,M. Das
ORD-00365,2024-08-17 09:25,North America,,Noon,Retail,CUST-970338,iPad Air (M2),256GB/White,White,256,12,047537547515ZWG,UPI,688.85,6.3,43.41,645.44,3,1936.32,V. Gupta
ORD-00218,2024-08-17 19:49,East Asia,,Amazon Online,Carrier,CUST-489670,iPhone 15 Pro,128GB/Red,Red,128,12,076504669453NUE,Debit Card,999.0,2.65,26.45,972.55,1,972.55,K. Davis
ORD-00874,2024-08-19 04:34,South East Asia,,JD Central,Retail,CUST-369018,iPhone 16,256GB/Space Black,Space Black,256,24,473269974057NBN,Credit Card,918.85,1.6,14.7,904.15,1,904.15,A. Kumar
ORD-00466,2024-08-19 08:50,South East Asia,,Apple Reseller,Online,CUST-463153,iPhone 14 Pro Max,512GB/Midnight,Midnight,512,12,091900294819PGH,EMI,1428.7,7.85,112.16,1316.54,2,2633.08,K. Davis
ORD-00911,2024-08-20 21:13,East Asia,,eBay Store,Authorized Reseller,CUST-729410,iPhone 15 Plus,128GB/Titanium,Titanium,128,24,792455173855ADT,Wallet,899.0,5.44,48.94,850.06,2,1700.12,K. Davis
ORD-00701,2024-08-27 13:23,North America,,Amazon Online,Carrier,CUST-518804,iPhone 16 Pro,128GB/White,White,128,12,832164633032NWZ,UPI,1099.0,7.33,80.53,1018.47,2,2036.94,M. Das
ORD-00304,2024-08-27 22:01,India,Ahmedabad,Lazada,Online,CUST-340557,iPhone 14 Pro Max,256GB/Starlight,Starlight,256,12,417119237739CXR,Credit Card,1263.85,5.55,70.2,1193.65,3,3580.95,E. Brown
ORD-00247,2024-08-28 11:19,Middle East,,Walmart,Carrier,CUST-793280,iPhone 16 Pro,1024GB/Starlight,Starlight,1024,12,680775001867KSE,Net Banking,1593.55,5.97,95.08,1498.47,3,4495.41,I. Wilson
ORD-00585,2024-08-28 21:31,Oceania,,Croma,Online,CUST-342700,iPhone SE (3rd Gen),64GB/Starlight,Starlight,64,24,673692059839VRZ,Debit Card,429.0,4.87,20.88,408.12,3,1224.36,D. Johnson
ORD-00652,2024-08-29 02:43,Middle East,,Lazada,Online,CUST-926350,iPhone 16 Pro,1024GB/Black,Black,1024,24,290456158416TYD,UPI,1593.55,8.74,139.34,1454.21,1,1454.21,S. Singh
ORD-00877,2024-08-29 08:27,Europe,,Amazon Online,Retail,CUST-607663,iPhone 16,256GB/White,White,256,24,980011339152QXF,Credit Card,918.85,5.21,47.91,870.94,3,2612.82,D. Johnson
ORD-00489,2024-08-29 13:12,India,Indore,Amazon Online,Retail,CUST-103059,iPhone 16 Pro,512GB/Black,Black,512,12,182247920095LAB,Credit Card,1428.7,1.06,15.2,1413.5,3,4240.5,A. Kumar
ORD-00996,2024-08-30 02:54,North America,,Apple Store,Online,CUST-338132,iPhone SE (3rd Gen),64GB/Black,Black,64,24,710364285928BEY,Credit Card,429.0,7.39,31.71,397.29,3,1191.87,P. Nair
ORD-00801,2024-08-31 06:10,Middle East,,JD Central,Online,CUST-514074,iPhone SE (3rd Gen),64GB/Green,Green,64,24,533833283382WGH,Credit Card,429.0,8.26,35.44,393.56,1,393.56,K. Davis
ORD-00818,2024-09-02 11:56,North America,,Target,Enterprise,CUST-175545,iPhone 14,256GB/Pink,Pink,256,12,782257983511MYG,EMI,803.85,4.21,33.85,770.0,3,2310.0,H. Martin
ORD-00397,2024-09-04 00:49,Europe,,Jumia,Carrier,CUST-859215,iPhone 15 Pro Max,512GB/Black,Black,512,24,529686118747QND,Credit Card,1558.7,0.68,10.64,1548.06,1,1548.06,K. Davis
ORD-00859,2024-09-05 04:58,North America,,Target,Online,CUST-478930,iPhone 16,256GB/Black,Black,256,24,588587186744PCM,Credit Card,918.85,7.85,72.11,846.74,1,846.74,M. Das
ORD-00698,2024-09-07 07:49,Middle East,,Amazon Online,Retail,CUST-798813,iPad Air (M2),256GB/Blue,Blue,256,24,320882873339NDY,EMI,688.85,0.79,5.47,683.38,2,1366.76,I. Wilson
ORD-00049,2024-09-09 14:17,South East Asia,,Lazada,Retail,CUST-431724,iPhone 14 Pro Max,512GB/Pink,Pink,512,24,378383064003RXW,Debit Card,1428.7,2.44,34.86,1393.84,1,1393.84,S. Singh
ORD-00101,2024-09-10 10:30,India,Noida,Best Buy,Enterprise,CUST-608474,iPhone 15 Pro,1024GB/Titanium,Titanium,1024,12,691524601952SMW,EMI,1448.55,4.94,71.55,1377.0,3,4131.0,J. Park
ORD-00321,2024-09-10 10:32,India,Jaipur,Reliance Digital,Retail,CUST-867771,iPhone 15 Plus,512GB/Space Black,Space Black,512,24,278802968220WTD,Credit Card,1168.7,3.58,41.88,1126.82,1,1126.82,A. Kumar
ORD-00148,2024-09-14 04:27,Middle East,,eBay Store,Enterprise,CUST-703385,iPhone 15 Pro Max,128GB/Starlight,Starlight,128,24,693155935360ABJ,Credit Card,1199.0,3.27,39.21,1159.79,1,1159.79,V. Gupta
ORD-00048,2024-09-14 04:40,Oceania,,eBay Store,Authorized Reseller,CUST-364025,iPhone 14,128GB/White,White,128,12,861114893643VAA,Credit Card,699.0,4.73,33.09,665.91,2,1331.82,H. Martin
ORD-00963,2024-09-14 23:08,South East Asia,,Apple Reseller,Retail,CUST-234832,iPhone 15 Pro,128GB/Green,Green,128,24,783347266699HSD,UPI,999.0,1.9,18.99,980.01,1,980.01,J. Park
ORD-00390,2024-09-19 20:46,East Asia,,Best Buy,Retail,CUST-723369,iPhone 14,256GB/Blue,Blue,256,12,392551712424TZD,EMI,803.85,2.76,22.18,781.67,3,2345.01,M. Das
ORD-00739,2024-09-19 23:51,East Asia,,Croma,Retail,CUST-642319,iPhone 15 Plus,256GB/Pink,Pink,256,12,148866304640LPA,Debit Card,1033.85,6.43,66.48,967.37,3,2902.11,D. Johnson
ORD-00752,2024-09-20 07:17,India,Kolkata,Best Buy,Online,CUST-245027,iPhone 14 Pro Max,1024GB/Space Black,Space Black,1024,12,447976480156EBS,Credit Card,1593.55,6.81,108.53,1485.02,1,1485.02,E. Brown
ORD-00893,2024-09-20 07:57,India,Indore,Reliance Digital,Retail,CUST-799608,iPad Air (M2),512GB/Pink,Pink,512,24,094490988360JQV,EMI,778.7,0.83,6.43,772.27,1,772.27,I. Wilson
ORD-00944,2024-09-22 04:26,Latin America,,Amazon Online,Retail,CUST-583634,iPhone 16 Pro,256GB/Starlight,Starlight,256,24,103871231166EVS,UPI,1263.85,3.78,47.77,1216.08,2,2432.16,I. Wilson
ORD-00443,2024-09-24 09:00,India,Ahmedabad,Apple Store,Enterprise,CUST-637792,iPhone 15 Pro Max,128GB/Space Black,Space Black,128,12,423515518264CUQ,Credit Card,1199.0,8.79,105.44,1093.56,1,1093.56,K. Davis
ORD-00172,2024-09-24 14:07,Middle East,,Noon,Retail,CUST-269155,iPhone 15 Plus,512GB/Starlight,Starlight,512,24,577954281007RCZ,Credit Card,1168.7,7.58,88.6,1080.1,2,2160.2,M. Das
ORD-00530,2024-09-25 02:37,Europe,,Lazada,Online,CUST-762278,iPhone 16 Pro Max,128GB/Black,Black,128,12,900459744265HCX,UPI,1299.0,6.41,83.33,1215.67,1,1215.67,L. Chen
ORD-00651,2024-09-25 06:22,Oceania,,Croma,Online,CUST-789667,iPad Air (M2),128GB/Titanium,Titanium,128,12,316815442684VBW,Credit Card,599.0,6.62,39.68,559.32,1,559.32,M. Das
ORD-00307,2024-09-26 12:20,East Asia,,eBay Store,Online,CUST-648310,iPhone 16 Pro Max,1024GB/Midnight,Midnight,1024,12,409514058322WHQ,Cash,1883.55,7.69,144.9,1738.65,1,1738.65,D. Johnson
ORD-00961,2024-09-26 23:39,North America,,Apple Store,Authorized Reseller,CUST-346000,iPhone 16,256GB/Space Black,Space Black,256,12,756654720626DXV,UPI,918.85,4.62,42.48,876.37,1,876.37,K. Davis
ORD-00735,2024-09-28 07:10,North America,,Best Buy,Online,CUST-349223,iPhone SE (3rd Gen),128GB/Black,Black,128,12,691283371137ZUA,Net Banking,493.35,7.02,34.65,458.7,2,917.4,J. Park
ORD-00374,2024-09-28 14:55,Latin America,,Apple Reseller,Online,CUST-322830,iPhone 14 Plus,512GB/Midnight,Midnight,512,24,011125066874YMS,Debit Card,1038.7,9.65,100.19,938.51,3,2815.53,V. Gupta
ORD-00166,2024-09-28 20:40,North America,,Noon,Authorized Reseller,CUST-288399,iPhone SE (3rd Gen),64GB/Midnight,Midnight,64,24,939784695014BUV,EMI,429.0,8.88,38.08,390.92,2,781.84,A. Kumar
ORD-00820,2024-09-29 05:06,North America,,Apple Reseller,Online,CUST-717301,iPad Pro 13,512GB/Midnight,Midnight,512,12,758353289281DED,UPI,1688.7,9.3,156.98,1531.72,2,3063.44,H. Martin
ORD-00987,2024-09-29 12:52,India,Pune,Walmart,Enterprise,CUST-997875,iPhone 15,256GB/Midnight,Midnight,256,12,066862196132EPK,Credit Card,918.85,4.74,43.55,875.3,1,875.3,A. Kumar
ORD-00606,2024-09-30 06:53,South East Asia,,Amazon Online,Online,CUST-997828,iPhone 16,128GB/Starlight,Starlight,128,24,065468285682SUM,UPI,799.0,5.9,47.16,751.84,1,751.84,E. Brown
ORD-00282,2024-09-30 21:16,Europe,,Amazon Online,Retail,CUST-289380,iPhone 14 Pro Max,512GB/Space Black,Space Black,512,24,027106419930CKA,Credit Card,1428.7,1.52,21.77,1406.93,1,1406.93,J. Park
ORD-00402,2024-10-02 01:36,Latin America,,Croma,Authorized Reseller,CUST-878246,iPad Pro 11,512GB/Black,Black,512,24,186490116193UZJ,Cash,1298.7,3.53,45.87,1252.83,1,1252.83,R. Sharma
ORD-00897,2024-10-02 12:57,North America,,Lazada,Retail,CUST-333444,iPhone 14,128GB/Green,Green,128,12,404316680427VQY,Credit Card,699.0,0.39,2.76,696.24,1,696.24,L. Chen
ORD-00076,2024-10-02 23:00,Middle East,,Apple Store,Online,CUST-883411,iPad Pro 13,128GB/Black,Black,128,24,032496685027HVW,Credit Card,1299.0,8.46,109.85,1189.15,2,2378.3,M. Das
ORD-00387,2024-10-08 13:51,Latin America,,JD Central,Retail,CUST-101993,iPad Pro 13,1024GB/Titanium,Titanium,1024,24,442889922416QPX,Credit Card,1883.55,1.2,22.62,1860.93,2,3721.86,E. Brown
ORD-00491,2024-10-08 15:59,Latin America,,Apple Store,Online,CUST-270215,iPhone 15,128GB/White,White,128,12,672567281178RDC,Debit Card,799.0,6.65,53.11,745.89,3,2237.67,L. Chen
ORD-00580,2024-10-08 17:36,Latin America,,Reliance Digital,Retail,CUST-154768,iPhone 14 Pro,512GB/Blue,Blue,512,24,986894446512XZU,Credit Card,1298.7,4.27,55.41,1243.29,1,1243.29,K. Davis
ORD-00338,2024-10-09 12:12,India,Jaipur,Lazada,Carrier,CUST-382012,iPhone 14 Plus,128GB/Starlight,Starlight,128,24,390955849529TRJ,Debit Card,799.0,1.85,14.8,784.2,1,784.2,I. Wilson
ORD-00198,2024-10-10 18:41,Europe,,eBay Store,Retail,CUST-428662,iPhone 15 Plus,128GB/Titanium,Titanium,128,12,069521023281MMP,Credit Card,899.0,4.07,36.61,862.39,2,1724.78,E. Brown
ORD-00598,2024-10-11 17:57,North America,,Apple Store,Retail,CUST-177700,iPad Air (M2),512GB/Black,Black,512,24,461189185832FHP,Credit Card,778.7,0.52,4.05,774.65,1,774.65,I. Wilson
ORD-00288,2024-10-12 03:13,India,Jaipur,Best Buy,Online,CUST-394260,iPhone 15,256GB/Pink,Pink,256,12,511774280807XZB,Credit Card,918.85,4.43,40.68,878.17,1,878.17,V. Gupta
ORD-00757,2024-10-12 22:47,North America,,Jumia,Retail,CUST-716505,iPhone 14 Pro,1024GB/Titanium,Titanium,1024,12,226380011914MFX,EMI,1448.55,1.89,27.39,1421.16,1,1421.16,D. Johnson
ORD-00914,2024-10-14 03:51,India,Ahmedabad,Flipkart Online,Carrier,CUST-415943,iPad Pro 11,256GB/Starlight,Starlight,256,24,393784948776YBR,Net Banking,1148.85,1.99,22.83,1126.02,3,3378.06,V. Gupta
ORD-00942,2024-10-14 06:33,Europe,,Apple Store,Authorized Reseller,CUST-618235,iPhone 14 Plus,512GB/Midnight,Midnight,512,24,404934505237CEE,Credit Card,1038.7,7.85,81.5,957.2,2,1914.4,L. Chen
ORD-00862,2024-10-14 15:02,India,Hyderabad,Apple Reseller,Retail,CUST-451959,iPhone 16 Plus,128GB/Pink,Pink,128,24,214047706795PCA,Debit Card,899.0,3.15,28.31,870.69,1,870.69,L. Chen
ORD-00438,2024-10-15 00:00,Middle East,,Best Buy,Retail,CUST-566237,iPad Air (M2),512GB/Black,Black,512,12,654739343587UMY,Debit Card,778.7,0.22,1.75,776.95,2,1553.9,S. Singh
ORD-00939,2024-10-15 00:00,India,Visakhapatnam,Apple Store,Online,CUST-584698,iPhone 16 Pro,128GB/Green,Green,128,24,256886269000CYL,Credit Card,1099.0,9.7,106.6,992.4,2,1984.8,R. Sharma
ORD-00510,2024-10-15 20:42,Africa,,JD Central,Online,CUST-191978,iPhone 14 Pro,512GB/Titanium,Titanium,512,24,319800199911MHU,EMI,1298.7,8.1,105.17,1193.53,2,2387.06,M. Das
ORD-00604,2024-10-16 04:00,India,Ahmedabad,Croma,Retail,CUST-187364,iPhone 16 Plus,128GB/Red,Red,128,12,086986295342LXQ,EMI,899.0,2.79,25.12,873.88,3,2621.64,I. Wilson
ORD-00913,2024-10-18 06:22,North America,,Jumia,Enterprise,CUST-923812,iPhone 14,128GB/Blue,Blue,128,12,937759701383XGV,EMI,699.0,4.78,33.44,665.56,2,1331.12,L. Chen
ORD-00378,2024-10-18 21:25,Latin America,,JD Central,Retail,CUST-808521,iPhone 15 Pro,1024GB/Red,Red,1024,24,078738212248EYV,Credit Card,1448.55,3.49,50.49,1398.06,1,1398.06,E. Brown
ORD-00733,2024-10-20 12:22,India,Ahmedabad,Walmart,Online,CUST-558680,iPad Pro 11,1024GB/Green,Green,1024,24,887886144852GJG,Wallet,1448.55,7.78,112.74,1335.81,2,2671.62,F. Garcia
ORD-00371,2024-10-21 03:02,South East Asia,,Lazada,Retail,CUST-699395,iPhone 14 Pro,128GB/Black,Black,128,24,589187133746MAH,Debit Card,999.0,6.89,68.87,930.13,1,930.13,J. Park
ORD-00462,2024-10-21 17:13,East Asia,,Walmart,Carrier,CUST-279444,iPhone 16,256GB/Space Black,Space Black,256,12,489284494724JYQ,Debit Card,918.85,6.74,61.97,856.88,1,856.88,K. Davis
ORD-00483,2024-10-22 05:40,Latin America,,JD Central,Online,CUST-631533,iPad Pro 13,128GB/Red,Red,128,12,072345991509MMN,EMI,1299.0,7.66,99.45,1199.55,1,1199.55,F. Garcia
ORD-00351,2024-10-24 21:24,India,Indore,Jumia,Online,CUST-524746,iPhone 14 Pro,128GB/White,White,128,12,019614826500BPV,Cash,999.0,8.31,82.99,916.01,3,2748.03,R. Sharma
ORD-00001,2024-10-25 04:25,North America,,JD Central,Retail,CUST-782554,iPhone 15 Pro Max,128GB/Pink,Pink,128,12,018159083016PCH,Wallet,1199.0,1.85,22.15,1176.85,1,1176.85,F. Garcia
ORD-00468,2024-10-25 09:17,East Asia,,Target,Authorized Reseller,CUST-385708,iPad Air (M2),256GB/Space Black,Space Black,256,12,913019659265JHW,Debit Card,688.85,3.5,24.09,664.76,3,1994.28,I. Wilson
